Molecule ChEMBL ID;"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties",,,,
CHEMBL1602195;"";"0";"274.32";"0";"1.60";"SID24830824";"CCCCCNC(=O)C(=O)C1C(=O)Nc2ccccc21";"IC50";"'='";"2900.0";"nM";"5.54";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1447669;"";"0";"272.70";"0";"2.64";"SID4261206";"O=C(Nc1cccc(Cl)c1)c1cnn2cccnc12";"IC50";"'='";"8190.0";"nM";"5.09";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1532568;"";"0";"316.15";"0";"4.45";"SID7977519";"O=C(Nc1cccc(Br)c1)c1cc2ccccc2o1";"IC50";"'='";"9810.0";"nM";"5.01";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL4228510;"";"0";"312.32";"0";"3.27";"5d";"COc1ccc(C/C(=N\O)c2nc3ccc(OC)cc3o2)cc1";"IC50";"'='";"1220.0";"nM";"5.91";"";"";"UO_0000065";"18.93";"0.35";"2.64";"7.67";"0";"CHEMBL4221123";"Inhibition of NLRP3 inflammasome in human THP1 cells assessed as reduction in MSU-induced IL-1beta production preincubated for 1 hr followed by MSU stimulation measured after 6 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219086";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"",,,
CHEMBL4227524;"";"0";"286.72";"0";"3.90";"5h";"O/N=C(\Cc1ccccc1)c1nc2ccc(Cl)cc2o1";"IC50";"'='";"21950.0";"nM";"4.66";"";"";"UO_0000065";"16.25";"0.32";"0.76";"7.95";"0";"CHEMBL4221123";"Inhibition of NLRP3 inflammasome in human THP1 cells assessed as reduction in MSU-induced IL-1beta production preincubated for 1 hr followed by MSU stimulation measured after 6 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219086";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"",,,
CHEMBL4227459;"";"0";"266.30";"0";"3.56";"5i";"Cc1ccc2nc(/C(Cc3ccccc3)=N/O)oc2c1";"IC50";"'='";"15880.0";"nM";"4.80";"";"";"UO_0000065";"18.02";"0.33";"1.24";"8.19";"0";"CHEMBL4221123";"Inhibition of NLRP3 inflammasome in human THP1 cells assessed as reduction in MSU-induced IL-1beta production preincubated for 1 hr followed by MSU stimulation measured after 6 hrs";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219086";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"",,,
CHEMBL3183703;"";"0";"404.49";"0";"2.99";"MCC950";"CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"20.02";"0.39";"5.11";"7.45";"1";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4792478;"";"0";"430.53";"0";"3.61";"2";"CC(C)(O)c1coc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1";"IC50";"'='";"208.0";"nM";"6.68";"";"";"UO_0000065";"15.52";"0.30";"3.07";"6.15";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4778164;"";"0";"479.65";"0";"3.51";"15";"CC[S+]([O-])Cc1csc(/C=C/S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)n1";"IC50";"'='";"243.0";"nM";"6.61";"";"";"UO_0000065";"13.79";"0.29";"3.10";"6.29";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4748040;"";"0";"377.37";"0";"3.28";"25";"O=C(Nc1ccccc1C(F)(F)F)NS(=O)(=O)/C=C/c1nccs1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4782757;"";"0";"365.48";"0";"3.50";"26";"Cc1cc(C)c(C)c(NC(=O)NS(=O)(=O)/C=C/c2nccs2)c1C";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4671767";"Inhibition of NLRP3 in human THP1 cells assessed as inhibition of IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665838";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4637610;"";"0";"412.52";"0";"3.61";"22";"Cc1ccc(S(=O)(=NC(N)=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4634682;"";"0";"383.52";"0";"4.17";"17";"CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccc(C)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4649793;"";"0";"491.56";"0";"4.50";"2";"CN1CCN(C(=O)c2ccc(/C=C3\SC(=S)N(c4cccc(C(F)(F)F)c4)C3=O)cc2)CC1";"IC50";"'='";"2690.0";"nM";"5.57";"";"";"UO_0000065";"11.33";"0.23";"1.07";"12.70";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4636050;"";"0";"478.52";"0";"4.58";"3";"O=C(c1ccc(/C=C2\SC(=S)N(c3cccc(C(F)(F)F)c3)C2=O)cc1)N1CCOCC1";"IC50";"'='";"2740.0";"nM";"5.56";"";"";"UO_0000065";"11.62";"0.24";"0.98";"11.16";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4644329;"";"0";"407.37";"0";"4.64";"16";"O=C(O)c1ccc(/C=C2\SC(=O)N(Cc3cccc(C(F)(F)F)c3)C2=O)cc1";"IC50";"'='";"5960.0";"nM";"5.22";"";"";"UO_0000065";"12.83";"0.25";"0.58";"7.00";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4647321;"";"0";"394.50";"0";"4.02";"15";"Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1";"IC50";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"20.70";"0.40";"4.15";"8.66";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4649881;"";"0";"374.41";"1";"5.09";"5";"O=C(Nc1c2c(cc3c1CCC3)CCC2)NC(c1ccccc1)C(F)(F)F";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4795130;"";"0";"302.37";"0";"2.35";"12";"CCOC(=O)CNC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"19.17";"0.36";"3.45";"8.60";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4794211;"";"0";"394.47";"0";"3.28";"32";"COC(=O)C(Cc1ccccc1O)NC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"14.20";"0.26";"2.32";"6.39";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4748876;"";"0";"394.48";"0";"2.75";"40";"CCOC(=O)C(Cc1ccncn1)NC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"13.10";"0.24";"2.42";"5.54";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4750616;"";"0";"426.47";"0";"2.99";"CP-456,773";"CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1.[Na+]";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"13.69";"0.27";"2.55";"5.10";"0";"CHEMBL4702272";"Inhibition of NLRP3 in human whole blood assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Blood";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,
CHEMBL4750616;"";"0";"426.47";"0";"2.99";"CP-456,773";"CC(C)(O)c1coc(S(=O)(=O)[N-]C(=O)Nc2c3c(cc4c2CCC4)CCC3)c1.[Na+]";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"18.60";"0.37";"4.53";"6.92";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,
CHEMBL4748564;"";"0";"259.30";"0";"2.08";"6";"O=C(O)CC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4749848;"";"0";"273.33";"0";"2.17";"7";"COC(=O)CC(=O)Nc1c2c(cc3c1CCC3)CCC2";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL4636870;"";"0";"437.46";"0";"4.85";"10";"O=C(O)c1ccc(/C=C2\SC(=S)N(CCc3cccc(C(F)(F)F)c3)C2=O)cc1";"IC50";"'='";"5910.0";"nM";"5.23";"";"";"UO_0000065";"11.95";"0.25";"0.38";"9.08";"0";"CHEMBL4628081";"Inhibition of NLRP3 inflammasome (unknown origin) activation in LPS-primed bone marrow derived macrophage cells assessed as effect on IL-1beta production in presence of nigericin by ELISA";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4627283";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL449579;"MICHELIOLIDE";"0";"248.32";"0";"2.36";"5; MCL";"C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1CC[C@@](C)(O)[C@@H]12";"IC50";"'='";"5900.0";"nM";"5.23";"";"";"UO_0000065";"21.06";"0.40";"2.87";"11.24";"0";"CHEMBL4727731";"Inhibition of NLRP3 inflammasome in human primary glial cells assessed as reduction in LPS-induced IL-1beta release";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Brain";"Primary neuron";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725325";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL1339092;"";"0";"461.37";"0";"4.04";"SID22411930";"I.c1ccc(Sc2cccc3ccccc23)c(CNC2=NCCN2)c1";"IC50";"'='";"11700.0";"nM";"4.93";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1339245;"";"0";"375.38";"0";"3.30";"SID17514380";"COc1ccc(CNC(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)cc1";"IC50";"'='";"9700.0";"nM";"5.01";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1386774;"";"0";"362.14";"0";"2.97";"SID24824363";"O=c1c2cc(Br)ccc2nc(-c2ccc([N+](=O)[O-])cc2)n1O";"IC50";"'='";"4910.0";"nM";"5.31";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL4649141;"";"0";"381.46";"0";"3.10";"34";"N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1ccccn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605574";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in TNF alpha level preincubated for 1 hr followed by addition of monosodium urate crystals further incubated for 16 hrs and measured post monosodium urate crystals addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4789355;"";"0";"316.40";"0";"2.74";"20";"CCOC(=O)CNC(=O)Nc1cc2c(c3c1CCCC3)CCC2";"IC50";"'='";"3100.0";"nM";"5.51";"";"";"UO_0000065";"17.41";"0.33";"2.77";"8.17";"0";"CHEMBL4702271";"Inhibition of NLRP3 in human PBMC cells assessed as inhibition of LPS and ATP-induced IL-1beta production";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"Blood";"PBMC";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699510";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"",,,
CHEMBL3183703;"";"0";"404.49";"0";"2.99";"MCC950";"CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1";"IC50";"'='";"8.1";"nM";"8.09";"";"";"UO_0000065";"20.00";"0.39";"5.10";"7.45";"0";"CHEMBL4775280";"Inhibition of NLRP3 in human monocyte-derived macrophages";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Bone marrow";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765468";"1";"Scientific Literature";"J Med Chem";"2021";"None";"",,,
CHEMBL1386774;"";"0";"362.14";"0";"2.97";"SID24824363";"O=c1c2cc(Br)ccc2nc(-c2ccc([N+](=O)[O-])cc2)n1O";"IC50";"'='";"2390.0";"nM";"5.62";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1343658;"";"0";"355.33";"0";"1.46";"SID49730053";"Cn1c(=O)c(C(=O)NNC(=O)c2ccccc2F)c(O)c2ccccc21";"IC50";"'='";"1940.0";"nM";"5.71";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1563728;"";"0";"578.00";"0";"3.59";"SID51085168";"CCC1Nc2ncnc(N3CCN(c4ccccn4)CC3)c2N(Cc2ccc(Cl)cc2)C1=O.O=C(O)C(F)(F)F";"IC50";"'='";"3160.0";"nM";"5.50";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
